phrase,en,id
一向,"always (previously), a period of time in the recent past",699
起初,"originally, at first, at the outset",700
迁徙,"to migrate, to move",701
侵犯,"to infringe on, to encroach on, to violate, to assault",702
居住,"to reside, to dwell, to live in a place, resident in",703
纯粹,"pure, unadulterated, purely, completely",704
生存,"to exist, to survive",705
指南针,compass,706
若干,"a certain number or amount, how many?, how much?",707
遍布,"to cover the whole (area), to be found throughout",708
千方百计,"lit. thousand ways, a hundred plans (idiom); by every possible means",709
书籍,"books, works",710
问世,"to be published, to come out",711
携带,to carry (on one's person),712
序言,"preface, introductory remarks, preamble, prelude",713
繁华,"flourishing, bustling",714
便于,"to be easy to, to be convenient for",715
习俗,"custom, tradition, local tradition, convention",716
码头,"dock, pier, wharf",717
简要,"concise, brief",718
一度,"for a time, at one time, one time, once",719
轰动,to cause a sensation,720
趣味,"fun, interest, delight, taste, liking, preference",721
人士,"person, figure, public figure",722
版本,"version, edition, release",723
发行,"to publish, to issue (stocks, currency etc), to release (news)",724
事业,"undertaking, project, enterprise",725
延伸,"to extend, to spread",726
产业,"industry, estate, property, industrial",727
振兴,to revitalize,728
主流,"main stream (of a river), fig. the essential point",729
犹如,"similar to, appearing to be",730
宗旨,"objective, aim, goal",731
栏目,regular column or segment (in a publication or broadcast program),732
人性,"human nature, humanity, human, the totality of human attributes",733
偏僻,"remote, desolate, far from the city",734
沿海,coastal,735
风土人情,local conditions and customs (idiom),736
宗教,religion,737
考古,archaeology,738
经费,"funds, expenditure",739
预算,budget,740
参谋,"staff officer, to give advice",741
繁体字,traditional Chinese character,742
简体字,simplified Chinese character,743
卫星,"satellite, moon",744
导航,navigation,745
向导,guide,746
租赁,"to rent, to lease, to hire",747
帐篷,tent,748
杂交,"to hybridize, to crossbreed, promiscuity",749
水利,"water conservancy, irrigation works",750
立交桥,"overpass, flyover",751
航天,space flight,752
失事,"(of a plane, ship etc) to have an accident (plane crash, shipwreck",753
畜牧,to raise animals,754
灌溉,to irrigate,755
托运,"to consign (goods), to check through (baggage)",756
轮船,"steamship, steamer, ocean liner, ship",757
航行,"to sail, to fly, to navigate",758
隧道,tunnel,759
化肥,fertilizer,760
北极,"the North Pole, the Arctic Pole, the north magnetic pole",761
评论,"to comment on, to discuss, comment, commentary",762
典型,"model, typical case, archetype, typical, representative",763
考察,"to inspect, to observe and study, on-the-spot investigation",764
访问,"to visit, to call on, to interview",765
高峰,"peak, summit, height",766
毅然,"firmly, resolutely, without hesitation",767
疲惫,"beaten, exhausted, tired",768
力所能及,to the best of one's ability (idiom),769
开拓,"to break new ground (for agriculture), to open up (a new seam)",770
职务,"post, position, job, duties",771
捆绑,to bind,772
释放,"to release, to set free, to liberate (a prisoner), to discharge",773
出身,"to be born of, to come from, family background, class origin",774
鼓动,"to agitate, to arouse, to instigate, to encite",775
夫妇,"a (married) couple, husband and wife",776
遭遇,"to meet with, to encounter, (bitter) experience",777
灾难,"disaster, catastrophe",778
饥饿,"hunger, starvation, famine",779
风暴,"storm, violent commotion, fig. crisis (e.g. revolution, uprising",780
严寒,"bitter cold, severe winter",781
惊奇,"to be amazed, to be surprised, to wonder",782
记载,"to write down, to record, written account",783
差别,"difference, distinction, diversity, disparity",784
连锁,"to interlock, to be linked, chain (store etc)",785
包装,"to pack, to package, to wrap, packaging",786
衣裳,clothes,787
潇洒,"confident and at ease, free and easy",788
本能,instinct,789
冲动,"to have an urge, to be impetuous, impulse, urge",790
相差,"to differ, discrepancy between",791
古董,"curio, antique",792
在意,"to care about, to mind",793
捕捉,"to catch, to seize, to capture",794
赤道,equator (of the earth or astronomical body),795
专题,special topic,796
抢救,to rescue,797
刻不容缓,"to brook no delay, to demand immediate action",798
支出,"to spend, to pay out, expense",799
精打细算,meticulous planning and careful accounting (idiom),800
开支,"expenditures, pay, expenses",801
免得,"so as not to, so as to avoid",802
储蓄,"to deposit money, to save, savings",803
穿越,"to pass through, to cross, to overcome",804
腹泻,"diarrhea, to have the runs",805
时常,"often, frequently",806
将就,"to accept (a bit reluctantly), to put up with",807
支配,"to control, to dominate, to allocate",808
执着,"attachment, stubborn, be attached to, persistent, persevering",809
微观,"micro-, sub-atomic",810
奉献,"to consecrate, to dedicate, to devote",811
宏观,"macro-, macroscopic, holistic",812
液体,liquid,813
放大,"to enlarge, to magnify",814
压缩,"to compress, compression",815
贬低,"to belittle, to disparage, to play down, to demean, to degrade",816
固体,solid,817
外向,"extroverted (personality), (economics etc) export-oriented",818
油腻,"grease, greasy food, oily, rich (of food), fatty, greasy and dirty",819
上级,"higher authorities, superiors",820
全局,overall situation,821
稠密,dense,822
索取,"to ask, to demand",823
扩张,"expansion, dilation, to expand (e.g. one's power or influence)",824
反面,"reverse side, backside, the other side (of a problem etc), negative",825
自卑,"feeling inferior, self-abased",826
上游,"upper reaches (of a river), upper level, upper echelon, upstream",827
丑恶,"ugly, repulsive",828
贬义,"derogatory sense, negative connotation",829
山脉,mountain range,830
雕刻,"to carve, to engrave, carving",831
干旱,"drought, arid, dry",832
耕地,"arable land, to plow land",833
庄稼,farm crop,834
枯萎,"to wilt, to wither, wilted, withered, drained, enervated, exhausted",835
牲畜,"domesticated animals, livestock",836
壮丽,"magnificence, magnificent, majestic, glorious",837
依旧,"as before, still",838
峡谷,"canyon, gill, ravine",839
铺,store,840
卷,"to roll up, roll, classifier for rolled things",841
蔚蓝,"azure, sky blue",842
漂浮,"to float, to hover, to drift (also fig., to lead a wandering life)",843
摇摆,"to sway, to wobble, to waver",844
衬托,to set off,845
盘旋,"to spiral, to circle, to go around, to hover, to orbit",846
时而,"occasionally, from time to time",847
海拔,"height above sea level, elevation",848
瀑布,waterfall,849
纵横,lit. warp and weft in weaving; vertically and horizontal,850
汹涌,"to surge up violently (of ocean, river, lake etc), turbulent",851
目睹,"to witness, to see at first hand, to see with one's own eyes",852
重叠,"to overlap, to superimpose",853
雕塑,"a statue, a Buddhist image, sculpture, to carve",854
毅力,"perseverance, willpower",855
杰出,"outstanding, distinguished, remarkable, prominent, illustrious",856
震撼,"v. to shake, to shock, to stir",857
宫殿,palace,858
不禁,"can’t help (doing sth), can’t refrain from",859
曲子,"poem for singing, tune, music",860
采集,"to gather, to collect, to harvest",861
种子,seed,862
稻谷,rice crops,863
锲而不舍,"to stick to sth, with persistence, to work with perseverance",864
开辟,"to open up, to set up, to establish",865
心血,"heart's blood, expenditure (for some project), meticulous care",866
辛勤,"hardworking, industrious",867
阻拦,"to stop, to obstruct",868
生态,ecology,869
审美,"esthetics, appreciating the arts, taste",870
罕见,"rare, rarely seen",871
珍稀,"rare, precious and uncommon",872
陶醉,"to be infatuated with, to be drunk with, to be enchanted with",873
遗产,"heritage, legacy, inheritance, bequest",874
拥有,"to have, to possess",875
宇宙,"universe, cosmos",876
塔,"pagoda, tower, minaret, stupa (abbr. loanword from Sanskrit tapo)",877
杂技,acrobatics,878
天然气,natural gas,879
气象,"meteorology, weather",880
冰雹,"hail, hailstone",881
太空,outer space,882
亭子,pavilion,883
泡沫,"foam, (soap) bubble, (economic) bubble",884
台风,typhoon,885
淡水,fresh water,886
压岁钱,money given to children as new year present,887
气压,"atmospheric pressure, barometric pressure",888
书法,"calligraphy, handwriting, penmanship",889
压抑,"to constrain or repress emotions, oppressive, stifling, depressing",890
完毕,"to finish, to end, to complete",891
瞪,"to open (one's eyes) wide, to stare at, to glare at",892
注视,"to watch attentively, to gaze",893
斑,"spot, colored patch, stripe, spotted, striped, variegated",894
濒临,"on the verge of, close to",895
致力,"to work for, to devote one's efforts to",896
领袖,leader,897
辨认,"to recognize, to identify",898
现状,current situation,899
识别,"to distinguish, to discern",900
来历,"history, antecedents, origin",901
苦涩,"bitter and astringent, pained, agonized",902
指望,"to hope for sth, to count on, hope",903
严峻,"grim, severe, rigorous",904
空白,blank space,905
琢磨,"to carve and polish (jade), to polish and refine a literary work",906
昼夜,"day and night, period of 24 hours, continuously, without stop",907
奔波,"to rush about, to be constantly on the move",908
渴望,"to thirst for, to long for",909
足以,"sufficient to..., so much so that, so that",910
心甘情愿,"delighted to (do sth, idiom), perfectly happy to do",911
以便,"so that, so as to, in order to",912
支撑,"to prop up, to support, strut, brace",913
畅销,"to sell well, best seller, chart-topping",914
报酬,"reward, remuneration",915
童话,children's fairy tales,916
课题,"task, problem, issue",917
立体,"three-dimensional, solid, stereoscopic",918
还原,"to restore to the original state, reduction (chemistry)",919
名副其实,"not just in name only, but also in reality (idiom)",920
高超,"excellent, superlative",921
素质,"inner quality, basic essence",922
号召,"to call, to appeal",923
证实,"to confirm (sth to be true), to verify",924
成效,"effect, result",925
显著,"outstanding, notable, remarkable, statistically significant",926
用户,"user, consumer, subscriber, customer",927
浓厚,"dense, thick (fog, clouds etc), to have a strong interest in, deep",928
统计,"statistics, to count, to add up",929
权威,"authority, authoritative, power and prestige",930
鉴别,"to differentiate, to distinguish",931
评估,"to evaluate, to assess, assessment, evaluation",932
队伍,"ranks, troops, queue, line, procession",933
协商,"to consult with, to talk things over, agreement",934
奖赏,"reward, prize, award",935
区分,"to differentiate, to find differing aspects",936
恐吓,"to threaten, to menace",937
范畴,category,938
谅解,"to understand, to make allowances for, understanding",939
发布,"to release, to issue, to announce",940
洽谈,to discuss,941
勉励,to encourage,942
坚固,"firm, firmly, hard, stable",943
公告,"post, announcement",944
布告,"posting on a bulletin board, notice, bulletin, to announce",945
诞辰,birthday,946
牢固,"firm, secure",947
谦逊,"humble, modest, unpretentious, modesty",948
挥霍,"to squander money, extravagant, prodigal, free and easy, agile",949
藐视,"to despise, to look down on",950
场面,"scene, spectacle, occasion, situation",951
端,"end, extremity, item, port, to hold sth level with both hands",952
盛,"(chéng) to hold, to contain",953
东张西望,"to look in all directions (idiom), to glance around",954
企图,"to attempt, to try, attempt",955
动手,"to set about (a task), to hit, to punch, to touch",956
纳闷儿,"to feel puzzled, to wonder",957
跳跃,"to jump, to leap, to bound, to skip",958
瞄准,"to aim (a weapon at a target), fig. to aim (for a higher standard)",959
鸽子,"pigeon, dove",960
视线,line of sight,961
周边,"periphery, rim, surroundings, all around, perimeter",962
颤抖,"to shudder, to shiver, to shake, to tremble",963
确切,"definite, exact, precise",964
迟钝,"slow in one's reactions, sluggish (in movement or thought)",965
迟缓,"slow, sluggish",966
庞大,"huge, enormous, tremendous",967
笨拙,"clumsy, awkward, stupid",968
比方,"analogy, instance, for instance",969
间隔,"compartment, gap, interval, to divide",970
闪烁,"flickering, twinkling, evasive, vague (of speech)",971
视力,"vision, eyesight",972
姑且,"for the time being, tentatively",973
文雅,"elegant, refined",974
犬,dog,975
系列,series,976
推论,"to infer, inference, corollary, reasoned conclusion",977
本身,"itself, in itself, per se",978
新陈代谢,"metabolism (biology), the new replaces the old (idiom)",979
能量,"energy, capabilities",980
论证,"to prove a point, to expound on",981
筛选,to filter,982
标记,"sign, mark, symbol, to mark up",983
名次,"position in a ranking of names, place, rank",984
感慨,"to sigh with sorrow, regret etc, rueful, deeply moved",985
渺小,"minute, tiny, negligible, insignificant",986
攻击,"to attack, to accuse, to charge, an attack (terrorist or military)",987
势必,"to be bound to, undoubtedly will",988
博大精深,"wide-ranging and profound, broad and deep",989
深奥,"profound, abstruse, recondite, profoundly",990
无能为力,"impotent (idiom), powerless, helpless",991
实惠,"tangible benefit, material advantages, advantageous (deal)",992
个体,individual,993
焦急,"anxiety, anxious",994
导向,"to be oriented towards, orientation",995
反思,"to think back over sth, to review, to revisit, to rethink, reflection",996
和解,"to settle (a dispute out of court), to reconcile, settlement",997
罢工,"a strike, to go on strike",998
苍白,"pale, wan",999
陈列,"to display, to exhibit",1000
保养,to take good care of (or conserve) one's health,1001
表决,"to decide by vote, to vote",1002
腐烂,"to rot, to putrefy, (fig.) corrupt",1003
搏斗,"to wrestle, to fight, to struggle",1004
腐蚀,"corrosion, to corrode (degrade chemically), to rot, corruption",1005
精华,"best feature, most important part of an object, quintessence, essence",1006
神奇,"magical, mystical, miraculous",1007
随即,"immediately, presently, following which",1008
株,"tree trunk, stump (tree root), a plant, classifier for trees or plants",1009
粒,"grain, granule, classifier for small round things (peas, bullets",1010
土壤,soil,1011
肥沃,fertile,1012
滋润,"moist, humid, to moisten, to provide moisture, comfortably off",1013
照耀,"to shine, to illuminate",1014
惊讶,"amazed, astonished, to surprise, amazing, astonishment, awe",1015
愣,"to look distracted, to stare blankly, distracted, blank, unexpectedly",1016
拔苗助长,to spoil things through excessive enthusiasm (idiom),1017
宁愿,"would rather, better",1018
疲倦,"to tire, tired",1019
茎,"stalk, stem",1020
幢,banner,1021
陡峭,precipitous,1022
挺拔,tall and straight,1023
茂盛,lush,1024
覆盖,to cover,1025
水泥,cement,1026
朝气蓬勃,"full of youthful energy (idiom); vigorous, energetic, a bright spark",1027
生机,"opportunity to live, to reprieve from death, life force, vitality",1028
花瓣,petal,1029
点缀,"to decorate, to adorn, sprinkled, studded, only for show",1030
协调,"to coordinate, to harmonize, negotiation",1031
柔和,"gentle, soft",1032
分量,(vector) component,1033
悬挂,"to suspend, to hang, suspension (cable car)",1034
负担,"burden, to bear a burden",1035
坠,"to fall, to drop, to weigh down",1036
沉重,"heavy, hard, serious, critical",1037
节制,"to control, to restrict, to moderate, to temper, to administer",1038
辫子,"plait, braid, ponytail",1039
臂,arm,1040
呵,"(hē) ah, oh",1041
与日俱增,"to increase steadily, to grow with each passing day",1042
梢,tip of branch,1043
垂直,"perpendicular, vertical",1044
吊,"to suspend, to hang up, to hang a person",1045
晃,"to shake, to sway",1046
断定,"to conclude, to determine, to come to a judgment",1047
连同,"together with, along with",1048
凹凸,"bumpy, uneven, slotted and tabbed joint, crenelation",1049
修建,"to build, to construct",1050
不可思议,"inconceivable (idiom); unimaginable, unfathomable",1051
徘徊,"to dither, to hesitate, to pace back and forth",1052
一如既往,"just as in the past (idiom); as before, continuing as always",1053
结局,"conclusion, ending",1054
简化,to simplify,1055
觉醒,"to awaken, to come to realize, awakened to the truth",1056
盛情,"great kindness, magnificent hospitality",1057
擅自,"without permission, of one's own initiative",1058
瓦解,"to collapse, to disintegrate, to crumble",1059
妥协,"to compromise, to reach terms, a compromise",1060
慰问,"to express sympathy, greetings, consolation etc",1061
让步,"to concede, to give in, to yield, a concession",1062
作废,"to become invalid, to cancel, to delete, to nullify",1063
生效,"to take effect, to go into effect",1064
救济,"emergency relief, to help the needy with cash or goods",1065
废除,"to abolish, to abrogate, to repeal",1066
赞助,"to support, to assist, to sponsor",1067
支援,"to provide assistance, to support, to back",1068
资助,"to subsidize, to provide financial aid, subsidy",1069
局面,"aspect, phase, situation",1070
廉洁,"honest, not coercive, honesty, integrity, incorruptible",1071
精简,"to simplify, to reduce",1072
觉悟,"consciousness, awareness",1073
牵制,"to control, to curb, to restrict, to impede",1074
俗话,"common saying, proverb",1075
历来,"always, throughout (a period of time), (of) all-time",1076
维持,"to keep, to maintain, to preserve",1077
众所周知,as everyone knows (idiom),1078
真理,truth,1079
认定,"to maintain (that sth is true), to determine (a fact)",1080
准则,"norm, standard, criterion",1081
定义,definition,1082
潜水,"to dive, to go under water",1083
繁殖,"to breed, to reproduce, to propagate",1084
场所,"location, place",1085
古怪,"eccentric, grotesque, oddly, queer",1086
贝壳,"shell, conch, cowry, mother of pearl, hard outer skin, also pr. ",1087
诧异,"flabbergasted, astonished",1088
样品,"sample, specimen",1089
刺,(onom.) whoosh,1090
气味,"odor, scent",1091
恍然大悟,"to suddenly realize, to suddenly see the light",1092
进而,and then (what follows next),1093
分裂,"to split up, to divide, to break up, fission, schism",1094
渗透,"to permeate, to infiltrate, to pervade, osmosis",1095
细菌,"bacterium, germ",1096
过滤,"to filter, filter",1097
来源,"source (of information etc), origin",1098
合成,"to compose, to constitute, compound, synthesis, mixture, synthetic",1099
解放,"to liberate, to emancipate, liberation",1100
迈,"to take a step, to stride",1101
探索,"to explore, to probe",1102
据悉,"according to reports, it is reported (that)",1103
忍受,"to bear, to endure",1104
超越,"to surpass, to exceed, to transcend",1105
摄氏度,degrees centigrade,1106
丧失,"to lose, to forfeit",1107
偏偏,(just the opposite of what one would expect or what would be normal),1108
真相,"the truth about sth, the actual facts",1109
华丽,gorgeous,1110
阵容,"troop arrangement, battle formation, line-up (of a sports team etc)",1111
有条不紊,regular and thorough (idiom); methodically arranged,1112
展现,"to come out, to emerge, to reveal, to display",1113
丛,"cluster, collection, collection of books, thicket",1114
体积,"volume, bulk",1115
造型,"modeling, mold-making, model or mold, molding, pose",1116
迷惑,"to puzzle, to confuse, to baffle",1117
广阔,"wide, vast",1118
奇妙,"fantastic, wonderful",1119
基地,"base (of operations), industrial or military base, al-Qaeda",1120
贯彻,"to implement, to put into practice, to carry out",1121
机械,"machine, machinery, mechanical, (old) cunning, scheming",1122
勾结,"to collude with, to collaborate with, to gang up with",1123
附属,"subsidiary, auxiliary, attached, affiliated, subordinate",1124
媒介,"intermediary, vehicle, vector, medium, media",1125
冷却,"to cool off, cooling",1126
母语,"native language, mother tongue, (linguistics) parent language",1127
混淆,"to obscure, to confuse, to mix up, to blur, to mislead",1128
排练,"to rehearse, rehearsal",1129
谜语,"riddle, conundrum",1130
疙瘩,"swelling or lump on skin, pimple, knot, preoccupation, problem",1131
杠杆,"lever, pry bar, crowbar, financial leverage",1132
窝,"nest, pit or hollow on the human body",1133
畔,"edge, side, boundary, bank (of a river etc), shore",1134
椭圆,"oval, ellipse, elliptic",1135
外表,"external, outside, outward appearance",1136
镶嵌,"to inlay, to embed, to set (e.g. a jewel in a ring), tiling",1137
坚硬,"hard, solid",1138
工艺品,"handicraft article, handiwork",1139
美观,"pleasing to the eye, beautiful, artistic",1140
别致,"unusual, unique",1141
浸泡,"to steep, to soak, to immerse",1142
责怪,"to blame, to rebuke",1143
嗨,"oh alas, hey!, hi! (loanword)",1144
祖父,"father's father, paternal grandfather",1145
废寝忘食,to neglect sleep and forget about food (idiom),1146
勤俭,hardworking and frugal,1147
富裕,"rich, abundant",1148
农历,lunar calendar,1149
将近,"almost, nearly, close to",1150
况且,"moreover, besides, in addition, furthermore",1151
乌黑,"jet-black, dark",1152
跟随,to follow,1153
寻觅,to look for,1154
颇,"quite, rather",1155
分明,"clear, distinct, evidently, clearly",1156
隐蔽,"to conceal, to hide, covert, under cover",1157
扎,"to prick, to run or stick (a needle etc) into",1158
砖,brick,1159
拣,"to choose, to pick, to sort out, to pick up",1160
撇,"to cast away, to fling aside",1161
砸,"to smash, to pound, to fail, to muck up, to bungle",1162
膝盖,knee,1163
枝,"branch, classifier for sticks, rods, pencils etc",1164
拐杖,"crutches, crutch, walking stick",1165
柱,pillar,1166
病,"illness, disease, to fall ill, defect",1167
挖掘,"to excavate, to dig, to unearth",1168
坑,"hole, pit, tunnel, to defraud",1169
发炎,"to become inflamed, inflammation",1170
咋,dialectal equivalent of “怎么”,1171
侥幸,"luckily, by a fluke",1172
滋味,"taste, flavor, feeling",1173
逢,"to meet by chance, to come across, to fawn upon",1174
得不偿失,the gains do not make up for the losses (idiom),1175
宁肯,"would rather..., it would be better..., would prefer",1176
告诫,"to warn, to admonish",1177
欲望,"desire, longing, appetite, craving",1178
贪婪,"avaricious, greedy, rapacious, insatiable, avid",1179
争夺,"to fight over, to contest, to vie over",1180
贪污,"to be corrupt, corruption, to embezzle",1181
贿赂,"to bribe, a bribe",1182
不择手段,unscrupulous,1183
油漆,"oil paints, lacquer, to paint",1184
炊烟,smoke from kitchen chimneys,1185
火焰,"blaze, flame",1186
皮革,leather,1187
哨,"a whistle, sentry",1188
证书,"credentials, certificate",1189
钻石,diamond,1190
启事,announcement,1191
急剧,"rapid, sudden",1192
川流不息,the stream flows without stopping (idiom); unending flow,1193
登录,"to register, to log in",1194
指令,"order, command, instruction",1195
根深蒂固,deep-rooted (problem etc),1196
不免,inevitably,1197
预言,"to predict, prophecy",1198
革命,"revolution, revolutionary (politics)",1199
改良,to improve,1200
欣欣向荣,"luxuriant growth (idiom); flourishing, thriving",1201
仓库,"depot, storehouse, warehouse",1202
储备,"reserves, to store up",1203
结算,"to settle a bill, to close an account",1204
模式,"mode, method, pattern",1205
把手,"handle, grip, knob",1206
装卸,"to load or unload, to transfer, to assemble and disassemble",1207
屏幕,"screen (TV, computer or movie)",1208
相应,"to correspond, answering (one another), to agree (among the part)",1209
仪器,"instrument, apparatus",1210
以免,"in order to avoid, so as not to",1211
嫌,"to dislike, suspicion, resentment, enmity",1212
腥,fishy (smell),1213
清理,"to clear up, to tidy up, to dispose of",1214
等候,"to wait, to wait for",1215
性能,"function, performance",1216
便利,"convenient, easy, to facilitate",1217
把关,"to guard a pass, to check on sth",1218
人工,"artificial, manpower, manual work",1219
秤,"steelyard, Roman balance",1220
运算,(mathematical) operation,1221
总和,sum,1222
着重,"to put emphasis on, to stress",1223
虚拟,"fictitious, theoretical, hypothetical, (computing) virtual",1224
投票,"to vote, vote",1225
保管,"to assure, to guarantee, to take care of, to safeguard, certainly",1226
新颖,"lit. new bud, fig. new and original",1227
羽绒服,down-filled garment,1228
旗袍,"Chinese-style dress, cheongsam",1229
音响,"sound, acoustics, audio, hi-fi system, stereo sound system",1230
收音机,radio,1231
水龙头,"faucet, tap",1232
枚,measure word for disk-like things,1233
纽扣儿,button,1234
插座,"socket, outlet",1235
勘探,exploration,1236
矿产,minerals,1237
反馈,"to send back information, feedback",1238
款式,"pattern, style, design",1239
关怀,"care, solicitude, to show care for, concerned about, attentive to",1240
无微不至,in every possible way (idiom); meticulous,1241
需求,"requirement, (economics) demand",1242
主导,"leading, dominant, prevailing, to lead, to direct, to dominate",1243
兴隆,to prosper,1244
商标,"trademark, logo",1245
城堡,"castle, rook (chess piece)",1246
棍棒,"club, staff, stick",1247
炉灶,stove,1248
喇叭,"horn (automobile etc), loudspeaker",1249
堤坝,dam,1250
园林,"gardens, park, landscape garden",1251
涮,"to rinse, to instant-boil (as in hotpot)",1252
堵塞,"to block, to stop, blockage",1253
滞留,"to detain, retention",1254
折磨,"to persecute, to torment",1255
翼,wing,1256
担保,"to guarantee, to vouch for",1257
大体,"in general, more or less, in rough terms",1258
轮廓,"an outline, silhouette",1259
指责,"to criticize, to find fault with, to denounce",1260
融化,"to melt, to thaw, to dissolve, to blend into, to combine, to fuse",1261
石油,"oil, petroleum",1262
事故,accident,1263
割,"to cut, to cut apart",1264
优胜劣汰,"winning, superiorplan, strategy, outline, summary, slightly, rather",1265
皆,"all, each and every, in all cases",1266
明智,"sensible, wise, judicious, sagacious",1267
出路,a way out (of a difficulty etc),1268
规范,"norm, standard, specification, regulation, rule, within the rules",1269
谋求,"to seek, to strive for",1270
干预,"to meddle, to intervene, intervention",1271
平坦,"level, even, smooth, flat",1272
奔驰,"to speed, to gallop",1273
试图,"to attempt, to try",1274
引导,"to guide, to lead (around), to conduct, to boot, introduction, primer",1275
串,"to string together, a string",1276
珍珠,pearl,1277
效益,"benefit, effectiveness, efficiency",1278
抵达,"to arrive, to reach (a destination)",1279
终点,"the end, end point, finishing line (in a race), destination, terminus",1280
配备,"to allocate, to provide, to outfit with",1281
停泊,"to anchor, anchorage, mooring (of a ship)",1282
力求,"to make every effort to, striving to do one's best",1283
丙,third of the ten Heavenly Stems,1284
引擎,engine (loanword),1285
行列,"ranks, procession",1286
潮流,"tide, current, trend",1287
助理,assistant,1288
锦上添花,"lit. on brocade, add flowers (idiom); to decorate sth already perfect",1289
保障,"to ensure, to guarantee, to safeguard",1290
丁,surname Ding,1291
柴油,diesel fuel,1292
遏制,"to check, to contain, to hold back, to keep within limits",1293
比重,"proportion, specific gravity",1294
昂贵,"expensive, costly",1295
阻碍,"to obstruct, to hinder, to block, obstruction, hindrance",1296
排除,"to eliminate, to remove, to exclude, to rule out",1297
确保,"to ensure, to guarantee",1298
排放,"emission, discharge, exhaust (gas etc)",1299
代价,"price, cost, consideration (in share dealing)",1300
伴侣,"companion, mate, partner",1301
支柱,"mainstay, pillar, prop, backbone",1302
机智,witty,1303
歧视,discrimination,1304
侮辱,"to insult, to humiliate, dishonor",1305
苏醒,"revival, wake up",1306
野蛮,barbaric,1307
征收,"to levy (a fine), to impose (a tariff)",1308
掠夺,"to plunder, to rob",1309
格局,"structure, pattern, layout",1310
剥削,"to exploit, exploitation",1311
粗鲁,rude,1312
固执,stubborn,1313
谣言,rumor,1314
啰唆,long-winded,1315
丰满,plump,1316
调解,"to mediate, to bring parties to an agreement",1317
提拔,"to promote to a higher job, to select for promotion",1318
通俗,"common, everyday, average",1319
堆积,"to pile up, to heap, accumulation",1320
卓越,"outstanding, surpassing, distinguished, splendid",1321
功劳,"contribution, meritorious service, credit",1322
派遣,"to send (on a mission), to dispatch",1323
战略,strategy,1324
模型,"model, mold, matrix, pattern",1325
共计,"to sum up to, to total",1326
验证,"to inspect and verify, experimental verification",1327
万分,"very much, extremely, one ten thousandth part",1328
振奋,"to stir oneself up, to raise one's spirits, to inspire",1329
公认,"publicly known (to be), accepted (as)",1330
扭转,"to reverse, to turn around (an undesirable situation)",1331
先前,"before, previously",1332
陈旧,old-fashioned,1333
被动,passive,1334
防治,prevention and cure,1335
消灭,"to put an end to, to annihilate, to cause to perish, to perish",1336
萌芽,"to sprout (lit. or fig.), to bud, to germinate, germ, seed, bud",1337
荒谬,"absurd, ridiculous",1338
前提,"premise, precondition, prerequisite",1339
交代,"to hand over, to explain",1340
追究,"to investigate, to look into",1341
基因,gene (loanword),1342
遗传,"heredity, inheritance, to transmit",1343
预料,"to forecast, to anticipate, expectation",1344
消除,"to eliminate, to remove",1345
隐患,"a danger concealed within sth, hidden damage",1346
预兆,"omen, prognosis (in medicine)",1347
案例,case (law),1348
零星,"fragmentary, random, bits and pieces, sporadic",1349
挽救,"to save, to remedy, to rescue",1350
细致,"delicate, fine, careful, meticulous, painstaking",1351
不言而喻,"it goes without saying, it is self-evident",1352
血压,blood pressure,1353
先进,"advanced (technology), to advance",1354
器材,"equipment, material",1355
人为,"artificial, man-made, having human cause or origin",1356
前景,"foreground, vista, (future) prospects, perspective",1357
临床,clinical,1358
依赖,"to depend on, to be dependent on",1359
切实,"feasible, earnestly, conscientiously, realistic, practical",1360
优越,"superior, superiority",1361
维护,"to defend, to safeguard, to protect, to uphold, to maintain",1362
协助,"to provide assistance, to aid",1363
生理,physiology,1364
攒,to bring together,1365
可行,feasible,1366
实事求是,"to seek truth from facts (idiom), to be practical and realistic",1367
展望,"outlook, prospect, to look ahead, to look forward to",1368
注射,"injection, to inject",1369
机动,"locomotive, motorized, power-driven, adaptable, flexible (use",1370
检讨,"to examine or inspect, self-criticism, review",1371
复兴,to revive,1372
倔强,"stubborn, obstinate, unbending",1373
愚昧,"ignorant, uneducated",1374
本人,"the person himself, I (humble form used in speeches), oneself, myself",1375
殴打,"to beat up, to come to blows, battery (law)",1376
哆嗦,"to tremble, to shiver, uncontrolled shaking of the body",1377
仁慈,"benevolent, charitable, kind, kindly, kindness, merciful",1378
巴结,"to fawn on, to curry favor with, to make up to",1379
光荣,"honor and glory, glorious",1380
货币,"currency, monetary, money",1381
变质,"to degenerate, to go bad, to deteriorate, metamorphosis",1382
间谍,spy,1383
补偿,"to compensate, to make up",1384
崇拜,"to worship, adoration",1385
冲击,"to attack, to batter, (of waves) to pound against, shock, impact",1386
拼搏,"to struggle, to wrestle",1387
聚精会神,to concentrate one's attention (idiom),1388
防守,"to defend, to protect (against)",1389
火箭,rocket,1390
横,"horizontal, across, (horizontal character stroke)",1391
进攻,"to attack, to assault, to go on the offensive, attack, assault",1392
阴谋,"plot, conspiracy",1393
当场,"at the scene, on the spot",1394
事件,"event, happening, incident",1395
遮挡,"to shelter, to shelter from",1396
裁判,"judgment, to referee, umpire, judge, referee",1397
中断,"to cut short, to break off, to discontinue, to interrupt",1398
刹车,"to brake (when driving), to stop, to switch off, to check (bad habits)",1399
防御,"defense, to defend",1400
