phrase,en,id
腐化,to rot,1201
腐烂,to rot,1202
腐蚀,corrosion,1203
腐朽,rotten,1204
付费,to pay,1205
付款,to pay a sum of money,1206
负面,negative,1207
负有,to be responsible for,1208
附,to add,1209
附带,supplementary,1210
附和,to agree,1211
附加,additional,1212
附属,subsidiary,1213
赴,to go,1214
复查,rechecking,1215
复发,to recur,1216
复合,complex,1217
复活,resurrection,1218
复兴,to revive,1219
复原,to restore former condition,1220
副作用,side effect,1221
赋予,to assign,1222
富含,to contain in great quantities,1223
富豪,rich and powerful person,1224
富强,rich and powerful,1225
富翁,rich person,1226
富裕,prosperous,1227
富足,rich,1228
腹部,abdomen,1229
腹泻,diarrhea,1230
覆盖,to cover,1231
该,should,1232
改版,to revise the current edition,1233
改编,to adapt,1234
改动,to alter,1235
改革开放,to reform and open to the outside world,1236
改良,to improve,1237
改名,to change one's name,1238
改日,another day,1239
改为,to change into,1240
改邪归正,to mend one's ways,1241
钙,calcium,1242
盖子,cover,1243
概况,general situation,1244
概率,probability,1245
概论,outline,1246
干戈,weapons of war,1247
干旱,drought,1248
干燥,to dry (of weather,1249
甘心,to be willing to,1250
肝脏,liver,1251
尴尬,awkward,1252
赶赴,to hurry,1253
赶往,to hurry to,1254
敢情,actually,1255
感,to feel,1256
感触,one's thoughts and feelings,1257
感恩,to be grateful,1258
感激,to be grateful,1259
感慨,to sigh with sorrow,1260
感染,infection,1261
感染力,inspiration,1262
感叹,to sigh,1263
感性,perception,1264
干部,cadre,1265
干事,administrator,1266
刚毅,resolute,1267
纲领,program,1268
纲要,outline,1269
钢,steel,1270
缸,jar,1271
港,harbor,1272
杠铃,barbell,1273
高昂,to hold,1274
高傲,arrogant,1275
高超,excellent,1276
高低,height,1277
高调,high-sounding speech,1278
高额,high quota,1279
高尔夫球,golf,1280
高峰期,peak period,1281
高贵,grandeur,1282
高空,high altitude,1283
高龄,elderly,1284
高明,brilliant,1285
高山,high mountain,1286
高效,efficient,1287
高新技术,high-tech,1288
高血压,high blood pressure,1289
高压,high pressure,1290
高雅,dainty,1291
高涨,to surge up,1292
搞鬼,to make mischief,1293
搞笑,to get people to laugh,1294
告,to say,1295
告辞,to say goodbye,1296
告诫,to warn,1297
告示,announcement,1298
告知,to inform,1299
告状,to tell on sb,1300
戈壁,Gobi,1301
胳膊,arm,1302
鸽子,pigeon,1303
搁,to place,1304
搁浅,to be stranded,1305
搁置,to shelve,1306
割,to cut,1307
歌剧,Western opera,1308
歌颂,to sing the praises of,1309
歌舞,singing and dancing,1310
歌咏,singing,1311
革命,revolution,1312
格,square,1313
格格不入,(idiom) inharmonious,1314
格局,structure,1315
格式,form,1316
隔阂,misunderstanding,1317
隔离,to separate,1318
个案,a case,1319
个头儿,size,1320
各奔前程,each goes his own way,1321
各式各样,(of) all kinds and sorts,1322
根基,foundation,1323
根深蒂固,deep-rooted,1324
根源,origin,1325
根治,to bring under permanent control,1326
跟不上,not able to keep up with,1327
跟上,to catch up with,1328
跟踪,to follow sb's tracks,1329
更改,to alter,1330
更衣室,change room,1331
耕地,arable land,1332
耿直,honest,1333
工地,construction site,1334
工会,labor union,1335
工科,engineering as an academic subject,1336
工商界,industry,1337
工序,working procedure,1338
工整,fine work,1339
工作量,workload,1340
弓,a bow,1341
公安局,public security bureau,1342
公车,bus,1343
公道,fair,1344
公费,at public expense,1345
公共场所,(in) public,1346
公关,public relations,1347
公函,official letter,1348
公积金,official reserves,1349
公开信,open letter,1350
公款,public money,1351
公立,public (e.g. school,1352
公墓,public cemetery,1353
公仆,public servant,1354
公顷,hectare,1355
公然,openly,1356
公示,make known to the public,1357
公事,public affairs,1358
公务,official business,1359
公益,public good,1360
公益性,for public good,1361
公用,public,1362
公寓,apartment building,1363
公约,convention,1364
公证,notarization,1365
公职,civil service,1366
功,meritorious deed or service,1367
功臣,minister who has given outstanding service,1368
功底,training in the basic skills,1369
功劳,contribution,1370
功力,merit,1371
功率,rate of work,1372
功效,efficacy,1373
攻,to attack,1374
攻读,to major,1375
攻关,to storm a strategic pass,1376
供,to provide,1377
供不应求,supply does not meet demand,1378
供暖,heating,1379
供求,supply and demand,1380
宫殿,palace,1381
宫廷,court,1382
恭维,to praise,1383
恭喜,congratulations,1384
拱,to cup one's hands in salute,1385
共鸣,resonance,1386
共识,common understanding,1387
共同体,community,1388
共性,overall character,1389
供奉,to consecrate,1390
勾,to attract,1391
勾画,to sketch out,1392
勾结,to collude with,1393
钩,to hook,1394
钩子,hook,1395
构思,to design,1396
构想,to conceive,1397
购,to buy,1398
够呛,unbearable,1399
估算,assessment,1400
沽名钓誉,to angle for fame,1401
孤单,lone,1402
孤立,isolate,1403
孤零零,lone,1404
孤陋寡闻,ignorant and inexperienced,1405
辜负,to fail to live up,1406
古董,curio,1407
古怪,eccentric,1408
古迹,places of historic interest,1409
古今中外,at all times and in all places,1410
古朴,simple and unadorned (of art,1411
古人,people from ancient times,1412
股份,a share,1413
股民,stock investor,1414
股市,stock market,1415
骨干,diaphysis,1416
骨气,unyielding character,1417
骨折,to suffer a fracture,1418
鼓动,to agitate,1419
鼓舞,heartening,1420
固然,admittedly,1421
固执,obstinate,1422
故,happening,1423
顾不得,unable to change sth,1424
顾不上,cannot attend to or manage,1425
顾及,to take into consideration,1426
顾虑,misgivings,1427
顾全大局,to take the big picture into consideration,1428
雇,to employ,1429
雇佣,to employ,1430
雇员,employee,1431
雇主,employer,1432
瓜分,to partition,1433
瓜子,melon seeds,1434
刮风,to be windy,1435
寡妇,widow,1436
挂钩,hook,1437
挂号,to register,1438
挂念,concerned,1439
挂失,to report the loss of something,1440
乖,(of a child) obedient,1441
乖巧,clever,1442
拐弯,to go round a curve,1443
拐杖,crutches,1444
怪不得,no wonder!,1445
怪物,monster,1446
怪异,monstrous,1447
关掉,to switch off,1448
关节,joint,1449
关税,customs duty,1450
关头,juncture,1451
关照,to take care,1452
观测,to observe,1453
观感,one's impressions,1454
观摩,to observe and emulate,1455
观赏,to look at sth with pleasure,1456
观望,to wait and see,1457
官兵,officers and men,1458
官吏,bureaucrat,1459
官僚,bureaucrat,1460
官僚主义,bureaucracy,1461
官员,official,1462
棺材,coffin,1463
管家,housekeeper,1464
管教,to discipline,1465
管理费,management fee,1466
管辖,to administer,1467
管用,efficacious,1468
管子,tube,1469
贯彻,to implement,1470
贯穿,to run through,1471
贯通,to link up,1472
惯,accustomed to,1473
惯例,convention,1474
惯性,inertia,1475
灌,to irrigate,1476
灌溉,to irrigate,1477
灌输,to imbue with,1478
罐,can,1479
罐头,tin,1480
光彩,luster,1481
光碟,optical disc,1482
光顾,to visit,1483
光滑,glossy,1484
光环,halo,1485
光缆,optical cable,1486
光芒,rays of light,1487
光明磊落,open and candid,1488
光泽,luster,1489
广义,broad sense,1490
归根到底,after all,1491
归还,to return sth,1492
归结,to sum up,1493
归来,return,1494
归纳,to sum up,1495
归属,to belong to,1496
归宿,place to return to,1497
龟,tortoise,1498
规格,standard,1499
规矩,lit. compass and set square,1500
闺女,maiden,1501
瑰宝,gem,1502
轨迹,locus,1503
柜台,sales counter,1504
贵宾,honored guest,1505
贵重,precious,1506
贵族,lord,1507
桂花,osmanthus flowers,1508
滚动,to roll,1509
棍,stick,1510
棍子,stick,1511
国宝,national treasure,1512
国防,national defense,1513
国画,national painting,1514
国徽,national emblem,1515
国情,the characteristics and circumstances particular to a country,1516
国土,country's territory,1517
国学,Chinese national culture,1518
国有,nationalized,1519
果断,firm,1520
果园,orchard,1521
果真,really,1522
裹,to bind,1523
过半,over fifty percent,1524
过不去,to make life difficult for,1525
过错,mistake,1526
过道,passageway,1527
过关,to cross a barrier,1528
过奖,to overpraise,1529
过节,to celebrate a festival,1530
过境,to pass through a country's territory,1531
过滤,to filter,1532
过期,to be overdue,1533
过日子,to live one's life,1534
过剩,surplus,1535
过失,error,1536
过头,to overdo it,1537
过往,to come and go,1538
过意不去,to feel very apologetic,1539
过瘾,to satisfy a craving,1540
过硬,to have perfect mastery of sth,1541
过早,premature,1542
海岸,coastal,1543
海拔,height above sea level,1544
海滨,shore,1545
海盗,pirate,1546
海量,huge volume,1547
海绵,sponge,1548
海面,sea level,1549
海内外,domestic and international,1550
海滩,beach,1551
海峡,channel,1552
海啸,tsunami,1553
海域,sea area,1554
海运,shipping by sea,1555
海藻,seaweed,1556
骇人听闻,shocking,1557
害虫,injurious insect,1558
害臊,to be bashful,1559
害羞,shy,1560
酣畅,unrestrained,1561
酣睡,to sleep soundly,1562
含糊,ambiguous,1563
含蓄,to contain,1564
函授,to teach by correspondence,1565
涵盖,to cover,1566
涵义,content,1567
罕见,rare,1568
汗水,sweat,1569
旱,drought,1570
旱灾,drought,1571
捍卫,to defend,1572
焊,to weld,1573
行家,connoisseur,1574
行列,ranks,1575
行情,market price,1576
航海,sailing,1577
航天,space flight,1578
航天员,astronaut,1579
航行,to sail,1580
航运,shipping,1581
毫不,hardly,1582
毫不犹豫,without the slightest hesitation,1583
毫无,not in the least,1584
豪华,luxurious,1585
好比,to be just like,1586
好歹,good and bad,1587
好感,good opinion,1588
好坏,good or bad,1589
好家伙,my God!,1590
好评,favorable criticism,1591
好说,easy to deal with,1592
好笑,laughable,1593
好心,kindness,1594
好心人,kindhearted person,1595
好意,good intention,1596
好在,luckily,1597
号称,to be known as,1598
好客,hospitality,1599
好奇心,interest in sth,1600
耗,to waste,1601
耗费,to waste,1602
耗时,time-consuming,1603
浩劫,calamity,1604
呵护,to bless,1605
禾苗,seedling,1606
合唱,chorus,1607
合乎,to accord with,1608
合伙,to act jointly,1609
合计,to add up the total,1610
合情合理,reasonable and fair,1611
合影,to take a joint photo,1612
合资,joint venture,1613
合作社,cooperative,1614
何必,there is no need,1615
何处,whence,1616
何苦,why bother?,1617
何况,let alone,1618
何时,when,1619
和蔼,kindly,1620
和解,to settle,1621
和睦,peaceful relations,1622
和平共处,peaceful coexistence of nations,1623
和气,friendly,1624
和尚,Buddhist monk,1625
河流,river,1626
河畔,riverside,1627
荷花,lotus,1628
核,pit,1629
核电站,nuclear power plant,1630
核对,to check,1631
核能,nuclear energy,1632
核实,to verify,1633
核桃,walnut,1634
核武器,nuclear weapon,1635
贺电,congratulatory telegram,1636
贺信,congratulatory letter or message,1637
喝彩,to acclaim,1638
赫然,with astonishment,1639
鹤立鸡群,a crane in a flock of chicken,1640
黑白,black and white,1641
黑客,hacker,1642
黑马,dark horse,1643
黑手,lit. black hand,1644
黑心,ruthless and lacking in conscience,1645
嘿,hey,1646
痕迹,vestige,1647
恨不得,wishing one could do sth,1648
哼,to groan,1649
横七竖八,in disorder,1650
横向,horizontal,1651
横,harsh and unreasonable,1652
轰,explosion,1653
轰动,to cause a sensation,1654
轰炸,to bomb,1655
哄,roar of laughter.,1656
哄堂大笑,the whole room roaring with laughter,1657
烘干,to dry over a stove,1658
烘托,background,1659
弘扬,to enhance,1660
红灯,red light,1661
红火,prosperous,1662
红扑扑,red,1663
红润,ruddy,1664
红薯,sweet potato,1665
红眼,(photography) red eye,1666
宏观,macro-,1667
宏伟,grand,1668
洪亮,loud and clear,1669
哄,to deceive,1670
哄,tumult,1671
喉咙,throat,1672
吼,to roar,1673
后备,reserve,1674
后备箱,trunk,1675
后代,descendant,1676
后盾,support,1677
后顾之忧,fears of trouble in the rear,1678
后期,late stage,1679
后勤,logistics,1680
后人,later generation,1681
后台,backstage area,1682
后退,to recoil,1683
后续,follow-up,1684
后遗症,(medicine) sequelae,1685
后裔,descendant,1686
后者,the latter,1687
厚道,kind and honest,1688
厚度,thickness,1689
候选人,candidate,1690
呼风唤雨,to call the wind and summon the rain,1691
呼唤,to call out,1692
呼救,to call for help,1693
呼声,a shout,1694
呼应,to conform agreement,1695
呼吁,to call on,1696
忽高忽低,to swell and subside,1697
忽悠,to rock,1698
胡闹,to act willfully and make a scene,1699
胡说,to talk nonsense,1700
胡思乱想,to indulge in flights of fancy,1701
湖泊,lake,1702
糊,muddled,1703
糊涂,muddled,1704
互补,complementary,1705
互访,exchange visits,1706
互信,mutual trust,1707
互助,to help each other,1708
护理,to nurse,1709
花瓣,petal,1710
花卉,flowers and plants,1711
花纹,decorative design,1712
花样,pattern,1713
划算,to calculate,1714
华丽,gorgeous,1715
华侨,overseas Chinese,1716
华裔,ethnic Chinese,1717
哗变,mutiny,1718
哗然,in uproar,1719
滑冰,to skate,1720
滑稽,comical,1721
滑梯,(children's) sliding board,1722
滑雪,to ski,1723
化肥,fertilizer,1724
化身,incarnation,1725
化纤,synthetic fiber,1726
化险为夷,to turn peril into safety,1727
化验,chemical examination,1728
化妆,to put on makeup,1729
划时代,epoch-marking,1730
画册,picture album,1731
画龙点睛,to paint a dragon and dot in the eyes,1732
画蛇添足,lit. draw legs on a snake,1733
画展,art exhibition,1734
话费,call charge,1735
话筒,microphone,1736
话语,words,1737
怀抱,to hug,1738
怀旧,fond remembrance of times past,1739
怀里,embrace,1740
怀孕,pregnant,1741
怀着,with,1742
槐树,locust tree,1743
坏事,bad thing,1744
欢呼,to cheer for,1745
欢聚,to get together socially,1746
欢快,cheerful and lighthearted,1747
欢声笑语,cheers and laughter,1748
还款,repayment,1749
还原,to restore to the original state,1750
环球,around the world,1751
环绕,to surround,1752
缓,slow,1753
缓和,to ease,1754
缓缓,slowly,1755
缓慢,slow,1756
幻觉,illusion,1757
幻影,phantom,1758
换成,to exchange,1759
换取,to obtain,1760
换位,lit. change positions,1761
换言之,in other words,1762
唤起,to waken,1763
患,to suffer,1764
患病,to fall ill,1765
患有,to contract,1766
焕发,to shine,1767
荒,desolate,1768
荒诞,beyond belief,1769
荒凉,desolate,1770
荒谬,absurd,1771
慌乱,frenetic,1772
慌张,confused,1773
皇宫,imperial palace,1774
皇后,empress,1775
皇上,the emperor,1776
皇室,royal family,1777
黄昏,dusk,1778
恍然大悟,to suddenly realize,1779
晃,to dazzle,1780
谎话,lie,1781
谎言,lie,1782
晃,to sway,1783
晃荡,to rock,1784
灰,ash,1785
灰尘,dust,1786
灰心,to lose heart,1787
挥,to wave,1788
辉煌,splendid,1789
回归,to return to,1790
回扣,brokerage,1791
回馈,to repay a favor,1792
回落,to fall back,1793
回升,to rise again after a fall,1794
回首,to turn around,1795
回味,to reflect on,1796
回想,to recall,1797
回忆录,memoir,1798
悔恨,remorse,1799
毁坏,to damage,1800
毁灭,to perish,1801
汇合,confluence,1802
汇集,to collect,1803
汇聚,convergence,1804
会场,meeting place,1805
会面,to meet with,1806
会晤,to meet,1807
会意,combined ideogram,1808
会诊,consultation consultation of different specialists,1809
绘声绘色,vivid and colorful,1810
贿赂,to bribe,1811
昏迷,to lose consciousness,1812
婚纱,wedding dress,1813
婚姻,matrimony,1814
浑身,all over,1815
魂,soul,1816
混凝土,concrete,1817
混淆,to obscure,1818
混浊,turbid,1819
豁,opening,1820
豁出去,to throw caution to the wind,1821
活该,(coll.) serve sb right,1822
活期,(banking) current,1823
活儿,work,1824
火暴,variant of 火爆,1825
火锅,hotpot,1826
火候,heat control,1827
火花,spark,1828
火炬,a torch,1829
火辣辣,painful heat,1830
火热,fiery,1831
火山,volcano,1832
火速,at top speed,1833
火焰,blaze,1834
火药,gunpowder,1835
伙食,food,1836
或多或少,more or less,1837
货币,currency,1838
货车,truck,1839
货物,goods,1840
货运,freight transport,1841
获胜,victorious,1842
获悉,to learn of sth,1843
祸害,disaster,1844
霍乱,cholera,1845
豁达,optimistic,1846
几率,probability,1847
讥笑,to sneer,1848
饥饿,hunger,1849
机舱,cabin of a plane,1850
机动,locomotive,1851
机灵,clever,1852
机密,secret,1853
机智,quick-witted,1854
肌肤,skin,1855
积,to amass,1856
积淀,deposits accumulated over long periods,1857
积蓄,to save,1858
基本功,basic skills,1859
基层,basic level,1860
基因,gene,1861
基于,because of,1862
基准,norm,1863
畸形,deformity,1864
激发,to arouse,1865
激光,laser,1866
激化,sharpen,1867
激活,to activate,1868
激励,to encourage,1869
激起,to arouse,1870
激素,hormone,1871
及,and,1872
及其,and,1873
及早,at the earliest possible time,1874
吉普,Jeep,1875
吉他,guitar,1876
吉祥物,mascot,1877
级别,(military) rank,1878
极度,extremely,1879
极力,to make a supreme effort,1880
极少数,extremely few,1881
极为,extremely,1882
极限,limit,1883
即,namely,1884
即便,even if,1885
即可,equivalent to 就可以,1886
急剧,rapid,1887
急迫,urgent,1888
急性,acute,1889
急需,to urgently need,1890
急于,eager to,1891
急诊,emergency call,1892
急转弯,to make a sudden turn,1893
棘手,thorny,1894
集会,to gather,1895
集结,to assemble,1896
集邮,stamp collecting,1897
集装箱,container,1898
集资,to raise money,1899
嫉妒,to be jealous,1900
挤压,to squeeze,1901
脊梁,backbone,1902
计,to calculate,1903
计策,stratagem,1904
计较,to bother about,1905
计时,to measure time,1906
记号,mark,1907
记忆犹新,to remain fresh in one's memory,1908
纪录片,newsreel,1909
纪念碑,monument,1910
纪念馆,memorial hall,1911
纪念日,day of commemoration,1912
纪实,record of actual events,1913
技艺,skill,1914
忌,to be jealous of,1915
忌讳,taboo,1916
忌口,abstain from certain food,1917
剂,dose,1918
迹象,mark,1919
继,to continue,1920
继而,then,1921
继父,stepfather,1922
继母,stepmother,1923
祭,to offer sacrifice,1924
祭奠,to offer sacrifices,1925
祭祀,to offer sacrifices to the gods or ancestors,1926
寄托,to entrust,1927
寂静,quiet,1928
寂寞,lonely,1929
加紧,to intensify,1930
加剧,to intensify,1931
加深,to deepen,1932
加重,to make heavier,1933
佳节,festive day,1934
家伙,household dish,1935
家家户户,each and every family,1936
家教,family education,1937
家境,family financial situation,1938
家禽,poultry,1939
家用,home-use,1940
家喻户晓,understood by everyone,1941
家政,housekeeping,1942
家族,family,1943
嘉年华,carnival,1944
假定,to assume,1945
假冒,to impersonate,1946
假设,to suppose,1947
假使,if,1948
假装,to feign,1949
价位,price level,1950
价值观,system of values,1951
驾,to harness,1952
驾车,to drive a vehicle,1953
驾驭,to urge on,1954
架势,attitude,1955
架子,shelf,1956
嫁,(of a woman) to marry,1957
嫁妆,dowry,1958
尖端,sharp pointed end,1959
尖锐,sharp,1960
奸诈,treachery,1961
歼灭,to wipe out,1962
坚持不懈,to persevere unremittingly,1963
坚韧,tough and durable,1964
坚实,firm and substantial,1965
坚守,to hold fast to,1966
坚信,to believe firmly,1967
坚硬,hard,1968
肩膀,shoulder,1969
肩负,to shoulder,1970
艰巨,arduous,1971
艰苦奋斗,to struggle arduously,1972
艰险,difficult and dangerous,1973
艰辛,hardships,1974
监察,to supervise,1975
监管,to oversee,1976
监护,to act as a guardian,1977
监控,to monitor,1978
监视,to monitor,1979
监狱,prison,1980
兼,double,1981
兼顾,to attend simultaneously to two or more things,1982
兼任,to hold several jobs at once,1983
兼容,compatible,1984
兼职,to hold concurrent posts,1985
煎,to pan fry,1986
拣,to choose,1987
检察,to inspect,1988
检讨,to examine or inspect,1989
减免,to reduce or waive (taxes,1990
减弱,to weaken,1991
减速,to reduce speed,1992
减压,to reduce pressure,1993
简称,to be abbreviated to,1994
简短,brief (statement,1995
简化,to simplify,1996
简洁,concise,1997
简陋,simple and crude,1998
简体字,simplified Chinese character,1999
简要,concise,2000
简易,simple and easy,2001
见解,opinion,2002
见钱眼开,to open one's eyes wide at the sight of profit,2003
见仁见智,opinions differ,2004
见识,to gain first-hand knowledge of sth,2005
见外,to regard sb as an outsider,2006
见效,to have the desired effect,2007
见义勇为,to see what is right and act courageously (idiom,2008
见证,to be witness to,2009
间谍,spy,2010
间断,disconnected,2011
间隔,compartment,2012
间隙,interval,2013
建交,to establish diplomatic relations,2014
建树,to make a contribution,2015
建筑师,architect,2016
建筑物,building,2017
贱,inexpensive,2018
健美,healthy and beautiful,2019
健壮,robust,2020
溅,to splash,2021
鉴别,to differentiate,2022
鉴赏,to appreciate,2023
鉴于,in view of,2024
姜,ginger,2025
僵,rigid,2026
僵化,to become rigid,2027
僵局,impasse,2028
讲解,to explain,2029
讲述,to talk about,2030
讲学,to lecture,2031
奖杯,trophy cup,2032
奖牌,medal,2033
奖品,award,2034
奖项,award,2035
降临,to descend,2036
交叉,to cross,2037
交锋,to cross swords,2038
交付,to hand over,2039
交集,intersection,2040
交接,(of two things) to come into contact,2041
交界,common boundary,2042
交纳,to pay,2043
交情,friendship,2044
交涉,to negotiate,2045
交谈,to discuss,2046
交替,to replace,2047
交头接耳,to whisper to one another's ear,2048
交响乐,symphony,2049
郊外,outskirts,2050
郊游,to go for an outing,2051
浇,to pour liquid,2052
娇惯,to pamper,2053
娇气,delicate,2054
胶囊,capsule,2055
胶片,(photographic) film,2056
焦,burnt,2057
焦急,anxiety,2058
焦距,focal length,2059
焦虑,anxious,2060
焦躁,fretful,2061
礁石,reef,2062
嚼,to chew,2063
角落,nook,2064
狡猾,crafty,2065
绞,to twist,2066
矫正,to correct,2067
搅,to disturb,2068
搅拌,to stir,2069
缴,to hand in,2070
缴费,to pay a fee,2071
缴纳,to pay,2072
叫板,to signal the musicians (in Chinese opera,2073
叫好,to applaud,2074
轿车,enclosed carriage for carrying passengers,2075
较劲,to match one's strength with,2076
较量,to pit oneself against sb,2077
教科书,textbook,2078
教条,doctrine,2079
教养,to train,2080
阶层,hierarchy,2081
阶级,(social) class,2082
阶梯,flight of steps,2083
皆,all,2084
结,(of a plant) to produce,2085
结果,to bear fruit,2086
接班,to take over,2087
接班人,successor,2088
接二连三,one after another,2089
接轨,railtrack connection,2090
接济,to give material assistance to,2091
接见,to receive sb,2092
接力,relay,2093
接纳,to admit,2094
接手,to take over,2095
接送,picking up and dropping off,2096
接替,to replace,2097
接听,to answer the phone,2098
接通,to connect,2099
揭发,to expose,2100
揭露,to expose,2101
揭示,to show,2102
揭晓,to announce publicly,2103
节俭,frugal,2104
节气,solar term,2105
节水,to save water,2106
节衣缩食,to save on food and clothing,2107
劫,to rob,2108
劫持,to kidnap,2109
洁净,clean,2110
结冰,to freeze,2111
结晶,to crystallize,2112
结局,conclusion,2113
结识,to get to know sb,2114
结尾,ending,2115
截,to cut off,2116
截然不同,entirely different,2117
竭尽全力,to spare no effort,2118
竭力,to do one's utmost,2119
解答,answer,2120
解读,to decipher,2121
解雇,to fire,2122
解救,to rescue,2123
解剖,to dissect,2124
解散,to dissolve,2125
解体,to break up into components,2126
解脱,to untie,2127
解围,to lift a siege,2128
解析,to analyze,2129
介入,to intervene,2130
介意,to care about,2131
介于,between,2132
戒备,to take precautions,2133
戒烟,to give up smoking,2134
戒指,(finger) ring,2135
届时,when the time comes,2136
界定,definition,2137
界限,boundary,2138
界线,limits,2139
借口,to use as an excuse,2140
借条,receipt for a loan,2141
借用,to borrow sth for another use,2142
借助,to draw support from,2143
金属,metal,2144
金子,gold,2145
金字塔,pyramid,2146
津津有味,with keen interest pleasure,2147
津贴,allowance,2148
筋,muscle,2149
禁不住,can't help it,2150
仅次于,second only to...,2151
尽,to the greatest extent,2152
尽早,as early as possible,2153
紧凑,compact,2154
紧接着,immediately follow,2155
紧迫,pressing,2156
紧缺,in short supply,2157
紧缩,(economics) to reduce,2158
锦旗,pennant,2159
谨慎,cautious,2160
尽情,as much as one likes,2161
尽头,end,2162
进场,to go into,2163
进程,process,2164
进出,to enter or exit,2165
进出口,import and export,2166
进度,pace,2167
进而,and then,2168
进修,to undertake advanced studies,2169
近年来,for the past few years,2170
劲头,enthusiasm,2171
晋升,to promote to a higher position,2172
浸泡,to steep,2173
禁忌,taboo,2174
禁区,restricted area,2175
茎,stalk,2176
经,classics,2177
经度,longitude,2178
经久不息,prolonged,2179
经贸,trade,2180
经商,to trade,2181
经受,to undergo,2182
荆棘,thistles and thorns,2183
惊,to startle,2184
惊诧,to be surprised,2185
惊慌,to panic,2186
惊慌失措,to lose one's head out of fear,2187
惊奇,to be amazed,2188
惊叹,to exclaim in admiration,2189
惊天动地,world-shaking,2190
惊险,thrilling,2191
惊心动魄,shaking one to the core,2192
惊醒,to rouse,2193
惊讶,amazed,2194
晶莹,sparkling and translucent,2195
兢兢业业,cautious and conscientious,2196
精打细算,meticulous planning and careful accounting,2197
精华,best feature,2198
精简,to simplify,2199
精练,(textiles) to scour,2200
精妙,exquisite,2201
精明,astute,2202
精疲力竭,spirit weary,2203
精确,accurate,2204
精神病,mental disorder,2205
精髓,marrow,2206
精通,to be proficient in,2207
精细,fine,2208
精心,with utmost care,2209
精益求精,to perfect sth that is already outstanding,2210
精英,cream,2211
精致,delicate,2212
颈部,neck,2213
景观,landscape,2214
景区,scenic area,2215
警车,police car,2216
警官,constable,2217
警惕,to be on the alert,2218
警钟,alarm bell,2219
净化,to purify,2220
竞技,competition of skill,2221
竞相,competitive,2222
竞选,to take part in an election,2223
竟,unexpectedly,2224
竟敢,to have the impertinence,2225
敬,to respect,2226
敬爱,respect and love,2227
敬而远之,to show respect from a distance,2228
敬酒,to toast,2229
敬礼,to salute,2230
敬佩,to esteem,2231
敬请,please,2232
敬业,to be dedicated to one's work,2233
敬意,respect,2234
敬重,to respect deeply,2235
静止,still,2236
境地,circumstances,2237
境界,boundary,2238
境内,within the borders,2239
境外,outside borders,2240
境遇,circumstance,2241
窘迫,poverty-stricken,2242
纠缠,to be in a tangle,2243
揪,to seize,2244
久违,(haven't done sth) for a long time,2245
久仰,honorific: I've long looked forward to meeting you.,2246
酒精,alcohol,2247
酒楼,restaurant,2248
救护车,ambulance,2249
救济,emergency relief,2250
救治,to provide critical care,2251
就餐,to dine,2252
就地,locally,2253
就读,to go to school,2254
就近,nearby,2255
就任,to take office,2256
就医,to receive medical treatment,2257
就诊,to see a doctor,2258
就职,to take office,2259
就座,take a seat,2260
舅舅,mother's brother,2261
拘留,to detain,2262
拘束,to restrict,2263
居高临下,to live high and look down,2264
居民楼,residential building,2265
鞠躬,to bow,2266
局部,part,2267
局势,situation,2268
局限,to limit,2269
菊花,chrysanthemum,2270
橘子,tangerine,2271
沮丧,dispirited,2272
举报,to report,2273
举措,to move,2274
举例,to give an example,2275
举世闻名,world-famous,2276
举世无双,unrivaled,2277
举世瞩目,to receive worldwide attention,2278
举一反三,to raise one and infer three,2279
举止,bearing,2280
举重,to lift weights,2281
巨额,large sum,2282
巨人,giant,2283
巨头,tycoon,2284
巨星,(astronomy) giant star,2285
巨型,giant,2286
剧烈,violent,2287
剧目,repertoire,2288
剧情,story line,2289
剧团,theatrical troupe,2290
剧院,theater,2291
剧组,cast and crew,2292
据此,according to this,2293
据悉,according to reports,2294
距,at a distance of,2295
锯,a saw,2296
聚集,to assemble,2297
聚精会神,to concentrate one's attention,2298
捐献,to donate,2299
卷入,to be drawn into,2300
卷子,test paper,2301
圈,pen,2302
决议,a resolution,2303
诀别,to bid farewell,2304
诀窍,secret,2305
角逐,to tussle,2306
觉醒,to awaken,2307
绝技,consummate skill,2308
绝缘,to have no contact with,2309
绝招,unique skill,2310
倔强,stubborn,2311
崛起,to rise abruptly,2312
爵士,knight,2313
倔,crabby,2314
军官,officer,2315
均衡,equal,2316
均匀,even,2317
君子,nobleman,2318
俊,smart,2319
俊俏,attractive and intelligent,2320
骏马,fine horse,2321
竣工,to complete a project,2322
卡车,truck,2323
卡片,card,2324
卡通,cartoon,2325
开办,to open,2326
开采,to extract,2327
开场,to begin,2328
开场白,prologue of play,2329
开除,to expel,2330
开动,to start,2331
开发区,development zone,2332
开发商,developer (of real estate,2333
开工,to begin work,2334
开垦,to clear a wild area for cultivation,2335
开口,to open one's mouth,2336
开阔,wide,2337
开朗,spacious and well-lit,2338
开辟,to open up,2339
开启,to open,2340
开枪,to open fire,2341
开天辟地,to split heaven and earth apart,2342
开拓,to break new ground,2343
开销,to pay,2344
开张,to open a business,2345
开支,expenditures,2346
凯歌,triumphal hymn,2347
楷模,model,2348
刊登,to carry a story,2349
刊物,publication,2350
看护,to nurse,2351
勘探,to explore,2352
堪称,can be rated as,2353
侃大山,to chatter idly,2354
砍,to chop,2355
